id,Text,Label_Id,Label,Label_Rev
233,Asexual multigender folks exist. There are more than two genders and they are all valid.,1,Very_Positive,0
4894,"listen. at thia point i dont give a single FUCK if u dont think me and my friends who r queer and demisexual are real. its fine, fuck it i",2,Positive,1
4118,The argument that Sherlock can't be gay cause he's asexual... so I can't be straight? #gethefuckout #noteverythingisaboutsex,3,Neutral,2
4573,I just spent 2 hours in a class about taboo topics including sexuality that never mentioned homosexuality or transgender patients.,2,Positive,1
2006,"""Wanna go out with me?""
""I'm kinda a lesbian.""
""Oh""",3,Neutral,2
2745,"I know some people don’t like intersex Loki fics, but personally I like that this trope is popular in the thorki because I Iike mpreg Loki and this way there’s no ass babies involved:face with tears of joy:",3,Neutral,2
5609,"Sex is complicated. Chromosomes aren't everything. Intersex! Clownfish, molluscs ...  wikipedia reference... article in Nature...basic kindness...  evil terfs ... 

To summarise, let hairy-arsed blokes with beards and erections in the ladies, and prepare for ladydick, lesbians !",3,Neutral,2
2365,"“And the Wicked Queen asked ‘Mirror, Mirror, on the Wall, who’s the most qualified lesbian of all?”—Cynthia Nixon, reading to her son tonight",3,Neutral,2
1245,If you complain about not getting invited to something there is a 100% chance you're a huge queer,3,Neutral,2
3258,"I really hate being in this position of being the angry trans woman where the rest of the industry is just the way it is, get used to it.",3,Neutral,2
47,I wonder how many of my hot 16year old lesbian friends on AIM were pedophiles.,3,Neutral,2
4,"I got called 'gay' (as if it's an insult to be homosexual), for expressing my feminist views and desire for equality in gender.. Fuck you",2,Positive,1
3664,#OBINGO I have just returned from an appointment. Is he talking about Intersex? Is he's being so concerned? Just as Gender concerned as his Bully friend ,3,Neutral,2
1008,LGBT: Lady Gaga (feat. Babadook) - Telephone pt. 2,3,Neutral,2
1019,i still really need to write that 'trans sharkgirl joins the korps and gets huge titty' story,3,Neutral,2
3858,Lesbian sex will have a bitch wet on another type of level:weary face:,3,Neutral,2
1383,I've seen tributes to Dionysus that were less kinky than the reactionaries turning LGBTQ+ porn into shitty image macros,3,Neutral,2
2947,"#Growingupwithmyname ""LOL are you lesbian!?""",3,Neutral,2
132,Your literally the biggest pussy queer I've ever met,4,Negative,3
4510,"[ON AIR] ""Women knows when they marry bisexual men"" - Caller #KayaFMTalk",2,Positive,1
1834,"I was more shocked by the fact that God ate bacon, than that he was bisexual.",3,Neutral,2
1022,I feel like a 12 year old lesbian,3,Neutral,2
822,I’m starting to be envious of asexual people.,3,Neutral,2
6243,Are you a #Lesbian Business Writer? :memo::memo::memo: Contribute. Edit Features: Smart Business/Coaching/Mentoring/Business Tools. Contact us :rainbow:,2,Positive,1
3112,"Happy #NationalComingOutDay to all my  straight, gay, lesbian, bisexual, pansexual, asexual, transsexual, and anything in between, friends",1,Very_Positive,0
4697,Mom 'I think Hillary looks like an actress'                                                  Dad 'I think she looks like a transvestite' :face with tears of joy::face with tears of joy::face with tears of joy:,4,Negative,3
2021,"So I finally decided to watch “Queer Eye” on Netflix and let me just say, that show makes my little gay soul so happy. It’s beautiful.",1,Very_Positive,0
1933,kAREN IS SO HOT IM GAY,3,Neutral,2
4608,"Lgbtqia+ 
Whats the A stand for again folks? Asexual.
What do i keep seeing people shit on? Aces.
Can we... like... not? Thanks!",1,Very_Positive,0
4434,Demanding a “heterosexual pride month” is super gay,2,Positive,1
2856,If you're not smelling all your lady friends' hair when you hug them what are you some kind of straight gaywad,4,Negative,3
778,being a bisexual woman sucks bc men are so easy to fuck yet so annoying to fuck with,3,Neutral,2
298,HOW ARE TULIO AND MIGUEL SO BI. THESE RIDICULOUS BISEXUAL BOYFRIENDS,3,Neutral,2
5447,Few things are more abominable than forcing transgender ideology on children.,3,Neutral,2
740,"The idea of proving your gender is idiotic too.
If you even acknowledge the existence of transgender people, then you know it's not possible Because it's clearly not something like, visible
Maybe you could expect trans people to walk around with CT scans to prove their worth to y",2,Positive,1
4232,"Fellow Twitter-Gays,
Some serious words besides all this porn-stuff: PLEASE - Stop this slut shaming, finger-pointing to guys who are HIV-positive or on PrEP. It's about loving each other and spreading sex-positiveness:face blowing a kiss: :smiling face with hearts: 
#sexpositivity #gaytwitter #gaysex #gaylove #gayfuck",1,Very_Positive,0
5584,Just be asexual n then you'll have no problems in life :upside-down face:,3,Neutral,2
3818,"TL: Roti shop reviews, sex without head, subtle inter island war,  pregnancy with condom use, born again hoes and doubles prices.",4,Negative,3
3433,"They're playing queen

Super queer ENGAGE!!!!",2,Positive,1
4335,Hosting a queer bonfire with local rad musician  and beautiful loves. Best way to spend the night...,2,Positive,1
1307,"how to know if you're reading an A+ johnpaul fic:
1. the title is ""if i fell""
2. ""m'not fookin queer""
3. paul is always crying",3,Neutral,2
4873,"I've said this before but I REALLY want to make a video for the song ""Reflection"" from Mulan told from a FTM Trans person perspective.",2,Positive,1
1284,you weirdos don’t know what it’s like being intersex and nb and a lesbian and still getting mistaken for a man no matter how many layers of makeup and heels and skirts i put on. fuck off.,3,Neutral,2
191,im still gay for toby stephens especially in black sails :pensive face:,3,Neutral,2
1602,"This toilet trans panic bullshit is winding me up for so many reasons, chief among which is this: The idea that rapists might pose as (pt1)",3,Neutral,2
891,""": So like ur a lesbian and lesbians hate guys but you dress and look like a guy lol dyke""-we hate you tryna stick ur penis in us",3,Neutral,2
1477,"""It's really not best friendship till someone thinks your gay"" - ",3,Neutral,2
1232,"My buddy: ""Trans fanfics calling Cum soy milk""

Me: ""... fuck, okay, I've gotta steal that for a tweet""",3,Neutral,2
6130,KEIYNAN AND HOLLAND INTERACTING OH MY GOD QUEER JESUS HAS BLESSED THE GAYS,2,Positive,1
2199,"Census report is out 
Kenyan population hits 47.6 Million
according to KNBS report, there are 47,564,296 people in Kenya, 23.6 million being male, 24 million female and 1524 Intersex

#Census2019",3,Neutral,2
3078,My parents want force me to fuck my best friend just that I have some kind of relationship with a boy. I think they know now that I'm a lesbian but what is fucking wrong with them?? I'M ONLY FIFTEEN,3,Neutral,2
5586,"Yeah sure, there are uhaul lesbians...but have you heard of marines??",3,Neutral,2
5450,Proud of  who talked bout being #intersex scientist #AAPADiversity Tired of science telling us our exist is disease #AAPA2017,2,Positive,1
5452,"do i know resistance is based on winston and julia from 1984? yes

do i still 100% interpret it as being about a gay couple???? hell fucking yes",3,Neutral,2
3298,I worked at a porn store in a rich Republican/Conservative area of Cincinnati and transsexual porn flew off the shelves.,3,Neutral,2
811,Lesbian parenting is listening to “Pynk” on repeat during bath time.,3,Neutral,2
2773,Even these programmes have become politically correct! Intersex! Bisexual! Danny Dyer! Piss orrrrrrf #SurvivalOfTheFittest,4,Negative,3
683,Dismissing bullying of trans people is dismissing the 40% attempted suicide rate. Something's can't just be ignored.,1,Very_Positive,0
1480,".: We see lesbian/queer spaces on margins of census tracts, in midtown—less desirable, fewer people, cheaper #futuresED",3,Neutral,2
1539,I look forward to being a disreputable old transsexual,2,Positive,1
2840,"If you're a dude and you have a vsco, faggot isn't even a gay enough word for you",5,Very_Negative,4
5047,"""Dunk me in caramel and feed me to the lesbians, I'm dying""  22:27",2,Positive,1
3419,Hi friendly reminder that intersex people FUCKING EXIST and also not every non-binary person is intersex!!! What if you just asked people how they identify !!! Imagine!!!!!,1,Very_Positive,0
1836,"""Artificially manufactured femininity"" internet mil gaya tou kuch bhi bolo gey?",3,Neutral,2
867,The collective trauma of Viet kids not allowed to have friends or have ghey sleepovers is SIMPLY TOO MUCH TO BEAR.,3,Neutral,2
724,Approximately 1% of people worldwide identify as asexual (having no strong sexual attraction to either sex).,2,Positive,1
4889,Went to type gay porn and please don’t ask how but I accidentally hit the 6 three times.... who got some pussy I can eat so I can get into heaven real quick,3,Neutral,2
586,"Greater human rights for lesbian, gay, bisexual, transgender and intersex (LGBTI) persons will contribute to inclusive development in #Asia",1,Very_Positive,0
5360,someone tell these stupid ass people in my mentions to shut the hell up about the acronyms for LGBTQ+. like seriously. y’all mad over “ally” being a part of the group but don’t even know where it originated. y’all wanna kick asexual &amp; intersex people out. y’all ugly.,3,Neutral,2
1814,"As a woman, feminist, asexual, LGBTQIA, half deaf &amp; have mental health problems Fuck Donald Trump :pouting face:",3,Neutral,2
5065,"""A little chubby Asain lesbian"":face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy::face with tears of joy:",2,Positive,1
2469,"noah fence but tv stations literally cannot claim to be “progressive” or accepting of lgbt/race/etc issues while, at the same time, also giving bigoted shitheads like piers morgan and ricky gervais a platform and money. it’s ridiculously hypocritical",2,Positive,1
1874,Still trying to personally unlearn the language I have towards intersex. My own experience has been so heavily medicalised that I can’t help but to say “condition” and then cringe and have to correct myself. I’m training myself to move towards “variation” where possible.,2,Positive,1
1663,"I don't give a fuck if you're a male, female, transgender, whatever. Sexual harassment is still sexual harassment.",2,Positive,1
875,"It's pretty important to realise  intersex != transgender, but some people are intersex AND transgender, some people are intersex and not transgender, some people are transgender and not intersex, and these are all entirely valid. Also it's shitty to ask for ""proof."" Don't.",3,Neutral,2
1264,"""I was so ugly as a kid I looked like a dyke"" my mom everyone",4,Negative,3
4221,"I am intersex.  Do I get manflu or just regular flu, or half of both?

~it's a fucking cold Delaney.",3,Neutral,2
2544,"i fucking despise radfems and terfs and ""gender criticals"" *gags* get a fucking life. learn how to actually be critical instead of just criticizing and pigeonholing literally anyone thats different than you. and i LOOOOOVE TRANS &amp; INTERSEX PPL BABEY",2,Positive,1
1724,if your girlfriend or wife does not have a cock she aint worth jack. Tits and cock every time choose happiness choose a transsexual,3,Neutral,2
5773,my gym teacher is a lesbian and like she always jokes around w me and shit and today she just kept joking around w me and my friend thinks shes flirting w me djdhsjsh storytime ?? time to become a youtuber !,3,Neutral,2
6177,"I call out trash comedians making fun of lgbtq+ people bc fuck those comics, people die from that shitty, debasing rhetoric/ideal/attitude being the norm

but to be honest, if silly shit I do, like knock knock jokes, led to more home invasions...don’t know what I’d do.",2,Positive,1
1934,“men r trash” ok bitch n ur grannys a tranny,4,Negative,3
4440,I've had a lesbian crush on her since second grade :face blowing a kiss::face blowing a kiss: ,2,Positive,1
3130,In 2017 I began volunteering to help trans people gain employment. I've learned a lot about the hurdles the community faces &amp; how important visibility is to progress. Cried w/joy when  revealed he's trans! #GreysAnatomy #transisbeautiful  ,1,Very_Positive,0
5897,"tell me how you can misgender the only trans housemate by ""accident"" when it's an all women house lmaooo bullshit ann, just say ur transphobic and go #CBB",3,Neutral,2
5962,"My Queer, Queer-Gendered, Transgender babies and WOC: Goodnight you gifts from God. I can't wait to wake up to all of you tomorrow :red heart::smiling face with heart-eyes:. Remember, from the moment you wake up to the moment you lay down - I am fucking happy to have you in my life. You matter a lot.",1,Very_Positive,0
4458,danny phantom is obviously trans but can we talk about how tucker foley is a fucking furry,3,Neutral,2
74,nothing is more othering than hearing gay being thrown out as an insult by my family when they KNOW i'm fucking queer,2,Positive,1
5144,"Send to me so I can flip you off :middle finger::money-mouth face::rolling on the floor laughing:

       #findom #shemale #trans #blackmail #brat #homewrecker #humiliation #wifehate #findomuk",3,Neutral,2
1279,just because i'm in a relationship with a man does not mean that i am not bisexual!!! stop erasing my sexuality!!!,2,Positive,1
1633,"Me - I really like your look (I'm not a lesbian btw realised how strange that sounds)
Her - I really like your look, I am a lesbian.",2,Positive,1
6183,This kid on ESPN is a fucking queer,4,Negative,3
1978,Is there a transgender bathroom in here cuz I'm boutta wreck that shit,3,Neutral,2
1274,anyways now that im all pissy and upset all my kintypes are trans and fat,4,Negative,3
2447,i want to be asexual so bad,3,Neutral,2
4475,". ""I'm a model. What qualifies me to be a #GlobalThinker? I've read a book."" Very smart &amp; funny trans activist #ttrends15",3,Neutral,2
5604,wtf sometimes I feel like im asexual/aromantic ?????,3,Neutral,2
1959,GIMME ME BISEXUAL!JAKE &amp; ELEANOR  IT'S WHAT I DESERVE,3,Neutral,2
473,":clapping hands: medium-dark skin tone: Our members have elected European representatives to the  Intersectional Committees as well. Congratulations to Olena Schevchenko (#woman), Olena Semenova (#trans), Hilde Vossen (#bisexual), Dan Christian Ghattas (#intersex), and Anbid Zaman (#youth).",3,Neutral,2
2861,"I'm not bisexual, transsexual, gay, straight, pansexual..... I'm none of them. 

IM HARRYSEXUAL WOOO",2,Positive,1
4433,I’m pretty sure my dad is 100% okay with me being gay but whenever I mention a girl to him that shit turns so awkward :face with tears of joy::face with tears of joy::face with tears of joy::see-no-evil monkey: I think he just doesn’t know what to say so he says literally nothing and it just makes me feel so awkward :face with tears of joy:,2,Positive,1
725,Lesbian honest who likes the song hey there Delilah,3,Neutral,2
5357,Want to make friend? Twitter dot com. Want to explod things? Twitter dot bomb. Want to sex things on the inter web? Twitter dot cum. Want to,3,Neutral,2
3605,i have absolutely zero knowledge or nostalgia for kingdom hearts because i came out right when i was the peak age for it and i wanted it because wow anime and disney in one game but guess what cocksuckers i didnt have a console until i bought my own ps3 in fucking 2014,3,Neutral,2
4652,"TRANS WOMEN ARE WOMEN 
every person I've tried to talk to about women's march + transphobia this week can eat shit",1,Very_Positive,0
1475,"It’s really funny how if a woman fuck with other women she can still be seen as straight or bisexual, but if a man fuck with other dudes ain’t no in between he’s just seen as gay.",3,Neutral,2
5793,If ur gay/bi/lesbian/trans and ur parents accept u and let you have people over u dont actually fucking realise how lucky u are,2,Positive,1
1182,And I'm sure the goddies are more upset at the trans aspect than the cannibalism. #myLibsLive #FuckGoddies,3,Neutral,2
835,super fucked up how we modify intersex kids to fit a binary when there is no health risk of staying that way but many health risks w surgery,3,Neutral,2
3131,"You can be openly gay, lesbian, bisexual whatever! But if you are pushy and try to get me to be lesbian I'll punch you in your fake dick.",4,Negative,3
3430,seriously gonna become asexual because i love myself more than anyone else can.,3,Neutral,2
6210,#RIP Alexis. Trans actress #AlexisArquette dead at 47,3,Neutral,2
5936,Lol damn do I still give off the lesbian vibes with my mean ass face?? :face with tears of joy:,3,Neutral,2
5014,"I’ve always thought “cum guzzler” is a hilarious insult, like it just implies loving cum sooooooo much I cannot stop laughing HAPPY TUESDAY",2,Positive,1
4269,"for the record? even if im bisexual, i have a stronger preference for girls. 
i know not all men are slobs but i've met enough to deter me away from them. so if i flirt with them, trust me. it's mostly a joke. 
you think my self loathing ass has time for any of that shit?",2,Positive,1
3336,"As a sex-averse asexual at the very least, too much sexual content just wears on my already poor mental health.",2,Positive,1
2596,"Being trans and trying to find a boyfriend in the valleys is impossible, marry myself shall I x",3,Neutral,2
1954,Str8s need to understand that nobody asked for or WANT their opinions on LGBT issues #justshutupandlisten,3,Neutral,2
4447,my hopes for the next few taz episodes: someone says the word gay or lesbian,3,Neutral,2
926,"Everytime I see some queermisic take about not having or showing kids as LGBTQ folks, either that kids cannot ""know"" they are queer or people who genuinely thinks Queer stuff is 2Adult"". I always just stare into the air a bit before exhaling &amp; just realise who little people",3,Neutral,2
1670,"If Obama mandating all public schools make their bathrooms transgender makes you go ""yeah! Good!"" You're a fucking hippie loser &amp; fuck off.",4,Negative,3
3585,"demisexuality discourse is back and heres my hot take:

who fucking cares as long as people don't act like it's lgbt and are able to address shit like trauma that may cause that identity. if it helps you explain yourself and it's not fetishy garbage like sapiosexual i don't care.",3,Neutral,2
5656,djkssk i keep meeting ppl from the lgbt toruney in qp this is so nice :see-no-evil monkey:,2,Positive,1
6160,'The stench of sodomy' #gayandunderattack ok so being gay is a sin but they would quite happily murder a #LGBT person. Where is the sense?,2,Positive,1
1613,"Pisses me off seeing women turn against other women, particularly over transgender men who claim to be women but please excuse their willies &amp; let these MEN into the few safe spaces WOMEN/Girls have.
Yet again men are dividing women.
Emily Pankhurst must be spinning in her grave.",3,Neutral,2
2159,To the asshole in my neuroscience class who cracked an ignorant joke during our section on intersex: I'm not sorry I hurt your feelings.,2,Positive,1
1421,"I'M HERE, I'M QUEER, I'M FIGHTING NAZI APOLOGISTS ON MY PARTNER'S FACEBOOK",3,Neutral,2
2115,"And when is the supreme court going to rule about asexual cellular reproduction. It's Adam and Eve, not Cytokinesis and Steve.",3,Neutral,2
2551,I’m at lunch and the only other two people here are two cis white dudes discussing the Dave Chapelle standing up bit and I couldn’t roll my eyes any harder at their opinions surrounding what’s best for the “transsexual community” :woozy face: I wish I was making this up.,3,Neutral,2
6082,"PANELIST:  is a human rights lawyer, Queer Activist and a writer. He will be sharing insights on #LGBTIRightsKE",2,Positive,1
396,"Hey heads up! If any of you try to shame people for drawing intersex folk, you should stop fucking following me you jerkass dickwad",3,Neutral,2
2810,sense8 cast ripping clothes off of one another and saving together..... i am a bisexual and i cannot process all of this please,2,Positive,1
4589,HAHA FUKIN FRESHMAN U LITTLE PUSS C SHOVE U IN A MF LOCKER U SCRAWNY NERD GO BACK 2 POOL U QUEER,4,Negative,3
5493,nothing hotter than when I tell a guy I'm bisexual and he doesn't fetishize it,2,Positive,1
4436,We were born to #love and embrace the world. We were conditioned to #hate and discriminate. #BeTheChange #PromotePeace  #LGBT,1,Very_Positive,0
5034,All girls ain't gay nor bisexual. Some of these females just freaky af.,3,Neutral,2
4012,Seeing gay couples prosper makes me think maybe there is a guy out there for me,1,Very_Positive,0
6067,I can't believe this wasn't on Twitter more but happy #Bisexual + week!,2,Positive,1
4874,"am i a Shit Gay:trade mark: for disagreeing with the ""cast queer actors in queer roles"" thing??

obviously with trans roles yes but

i feel like while i'd prefer a gay man to play a gay man i'd also rather a talented straight man than a gay man with the acting ability of a plank of wood",3,Neutral,2
3164,au where every asterisk is a trans asterisk,4,Negative,3
3089,"Having a low sex drive doesn't make you part-time asexual . WTF?! If you can pop a boner and want to bone people , you are not asexual.",2,Positive,1
2845,"hollywood: hmmm we have another trans part coming up, who should we cast
trans actor: ooh, i could do that
hollywood: nah, we need the star appeal of a cis actor, no one knows who you are
trans actor: could you cast me in something else?
hollywood: ha ha ha ha ahahahhahahahahaa",3,Neutral,2
2755,im like 50% i want to fuck jumin so right &amp; 50% This Boy Is Asexual Leave Him Alone,2,Positive,1
6078,"All this talk about Li Shang being scrapped off the Mulan's life action has made me consider,... how many bisexual male characters have we really seen around major media? Bisexual women, sure, because straight men love to sexualize us, but MEN?",3,Neutral,2
3471,my trans ass standards are so low that im so excited they use she/her pronouns for frank in this omG,2,Positive,1
4878,"I don't understand how people do not believe being Bisexual is a thing????? like yes I like penis and yes I like vagina, do u understand",2,Positive,1
4054,Ciggy gotta chill with these snapchat filters he's starting to look like the tranny that ha.....nevermind,4,Negative,3
2063,"It's refreshing that #firstdates portray all types of LGBT people in a positive way, plus they don't shy away from HIV &amp; mental health.",2,Positive,1
2209,"For all the people using this moment as a way to use trans women as subjects in your stanversations, and not because you actually care about combating transmisogyny, just know that we see y'all. And y'all are just as trash, if not more.",2,Positive,1
1932,"getting called an assimilationist on here for saying ""brick"" and ""tranny"" in the same way i've proudly described myself many times, all things that assimilationists are known to do",3,Neutral,2
788,"Lesbians have such a strong imagination:person bowing::face with tears of joy:so convinced we can have children together, scientists need to gone and make somen shake:microscope::women holding hands::baby:",2,Positive,1
3613,FUCK OUT MY WAY WHEN YOU SEE ME IM ROLLIN WITH THE LGBT :speaking head::speaking head::speaking head::speaking head:,2,Positive,1
2419,"It still amazes me that Jess gallo follows me bc I found her music when I was 15, not happy and barely coming out as gay. Her music made me feel better and it made me happier when I found out she’s a part of the lgbtq+ community as well :’)",3,Neutral,2
4799,"Called the fuck out by  the moment I heard ""beware the treacherous bisexual"" I thought ""well, that needs to be a shirt.""",3,Neutral,2
3133,"characters that are trans:
magnus burnsides
apollo justice
every character actually",3,Neutral,2
5861,the gay couple in front of us is so cute,2,Positive,1
1851,Cops just b starin like some faggots,4,Negative,3
2668,"#HappyWomensDay2019! Also, Happy Trans Women's Day, Happy Intersex Women's Day, and Happy Closet Women's Day! Womanhood merely means 'the state of being a woman'. It's different from 'femininity' and the stereotypical attitudes and roles we associate with it. #BalanceforBetter",1,Very_Positive,0
5449,Moonlight just fracking won! A queer black film just one best picture at the #GoldenGlobe!!! #queer #blackmagic,2,Positive,1
1149,"""Couple of them there queer-o-sexuals on my TL.""",3,Neutral,2
3055,#UNCRC mem Gastaud just asked Gov about health and intersex children and young people  ,2,Positive,1
2776,"i know this is gay for a saturday night tweet, but how fuckin GOOD is it when you get into a bed with fresh sheets :smiling face with heart-eyes:",3,Neutral,2
5030,Just when I think Black Mirror wouldn't be stranger I come across an episode about interracial time traveling lesbians.,3,Neutral,2
3086,"I NOTICED &amp; REALIZED (back those days) THAT THOSE GUYS WHO BULLY ME AND CALL ME NAMES LIKE ""FAG"" ""BAYOT"" etc TURNED OUT TO BE GAY. WTF",3,Neutral,2
3740,Please do not use the word transexual thank you use transgender or just trans,2,Positive,1
1141,I wish I was Asexual and could reproduce by myself so I didn't have to deal with fucktards. :face with tears of joy::face with tears of joy::face with tears of joy: I'm dead ass tho.,3,Neutral,2
1584,Trans bars would be dope as fuuuuck too,2,Positive,1
69,"I love gay relationships. 
I think it's sweet. :men holding hands:",1,Very_Positive,0
403,"Everybody hates me because I'm bisexual.

Fuck 'em all.",3,Neutral,2
3377,More! Bisexual! Anime Characters! Please!,2,Positive,1
3392,That's about it for the trans &lt;3 such a fun show! Loved watching #CL   &amp;  on YG Win!,2,Positive,1
1848,"People judge those unemployed saying ""get a job"" but then when you try to reverse your situation they can apply only online,they need to do a multiple choice common sense test,&amp; have to go through 3 interviews just for these cocksuckers to say ""you didn't get the job"" #FuckEmAll",3,Neutral,2
5643,I H8 BIPHOBIA I H8 THAT BI/PAN/QUEER PPL BEING TURNED AWAY BY THE GAY AND FEMINIST COMMUNITY IT'S SUCH BULLSHIT,2,Positive,1
2093,"[Trans] Nichkhun CanCam Interview  
Q. Things you don’t like
NK: Cockroaches

Q. 3 must-have things at a hotel
NK: PC and probably vitamins…",3,Neutral,2
3212,i've mentioned being intersex a few times but nothing is a stranger experience than growing up being considered disgusting and repulsive for things people think are sexy in you as an adult and every time i brush my adam's apple and how i got the shit kicked out of me in a change,3,Neutral,2
3932,Trans* movement does not begin &amp; end w/Netflix; red carpets don't matter when transpeople still unsafe in the streets-Jacob Tobia #eqcon15,2,Positive,1
42,"To the man on a scooter who today screamed homophobic abuse calling us ‘bent, f*g batty boys’- your words will only make us prouder and stronger and you will not win.
Happy Pride Month :rainbow flag:",1,Very_Positive,0
520,im not gay. im not straight . im not bi . im asexual . fuck relations . im marrying my damn self.,3,Neutral,2
1203,i feel gays and lesbians are so divided. we need to become closer with one another as a family,2,Positive,1
6127,"The World Professional Association for Transgender Health (WPATH) authors ""Standards of Care"" - a written summary of CPGs to assist HCPs in guiding care of transgender patients. Followed by major insurers and often evaluated to assess coverage. #NURS646 M7",2,Positive,1
1508,call piper chapman bisexual you cowards,3,Neutral,2
1499,"I'm straight, but my gay work colleague has turned me down so many times, I'm starting to think he's not a real gay.",3,Neutral,2
2706,"Bigots hate the entire LGBT community, you don't get any special treatment because you're a gay man",3,Neutral,2
5333,:worried face: ur so fucking perfect not even words can describe ur the only girl i follow that I would turn lesbian for i want to be u and on top of u,3,Neutral,2
507,"watching a questionable stream of the sailor moon S movie and consuming copious amounts of chinese food, ideal sunday evening activities over here with us gays",3,Neutral,2
3105,Jar Jar is a raging bisexual,3,Neutral,2
4776,"If you're not super straight, you're actually ghey",3,Neutral,2
2767,To the random boy who tried to fight me over transgender rights FALL ON GLASS,4,Negative,3
5013,"TV/movie fans, follow the Gay and Lesbian Entertainment Critics Assoc.  for a fun assortment of posts.",2,Positive,1
4793,"how similar are we?

10pts - dark brown eyes 
10pts - 4 piercings
10pts - 2001
10pts - speaks 3 languages 
10pts -  loves purple 
10pts - asexual
10pts - african 
10pts - loves bts
10pts - loves blackpink 
10pts - loves bigb4ng",3,Neutral,2
5068,"Out of curiosity, how many of my followers are lgbt? Favorite this if you are!",2,Positive,1
4443,nobody's fucking saying ace/aro people don't suffer from stigma and abuses but the lgbt community is a community of people who have suffered greatly and have every right to be wary of cishets ace or not y'all are just mad because you feel like you should be owed solidarity,2,Positive,1
127,the name is trans. trans bond. *theme song plays*,2,Positive,1
1903,"""First of all, I didn't say I Wasn't gay"" yooo, my co-workers are wild'n today",3,Neutral,2
2554,"My totally support to Alex Gala and condemn the homophobic attack
#LGBT #pride  ",2,Positive,1
6134,"Fellow scientists:

Gender: a construct, an identity, a sense of self, can be fluid, not binary

Sex: assigned at birth, based on perceived physical characteristics and genetics, intersex conditions exist",2,Positive,1
1729,"Can anyone help?
I saw a twitter account who are campaigning against the appropriation of their condition(intersex) by TRAs.
Can anyone point me in their direction please?",3,Neutral,2
2747,Malahat fire crews responding to structure fire on the Trans-Canada Highway near South Shawnigan Lake Rd. More to come.,3,Neutral,2
5875,"hey  you fucked up and everyone's mad at you again. you know what would make them chill out: hire an explicitly communist trans woman (with a polisci academic background even!) hit me up, resume on request",3,Neutral,2
4128,"""Intersex Athlete"". How does nonsense like this make its way into our lexicon, much less rational thought! Say goodbye to women's sports.",4,Negative,3
5403,"Intersex advocates are obliged to be familiar with the needs and issues of LGB and T activism, but the reverse has not happened #BetterTogether2018",2,Positive,1
3743,"if you're black, brown, hijabi, queer, and/or trans: please stay safe",2,Positive,1
3600,"Hi. PSA to everyone:
 Stop dropping the word #faggot. I'm #LGBT friendly and pro #DumpStoli. Spread #loveandlight not #hate and #bitching",2,Positive,1
3148,"Hi, I might be a depressed fag but I have the greatest queer family in the world and they all mean the world to me :red heart::red heart:",2,Positive,1
5235,{TRANS}     It's a tie!!!!! heh I thought we would lose~ heh Thankfully keke (via ),3,Neutral,2
5115,Love of lesbian es amor puro.,2,Positive,1
4916,I'm asexual. Get the fuck over it,2,Positive,1
5547,Yves is the lesbian aunt I never had,2,Positive,1
2577,"""The real menace to society was trans women calling themselves fags all along""

SI",4,Negative,3
3637,"""It's 2016 My hands bisexual I will smack the shit out you""",3,Neutral,2
5971,"Just so we're clear to my new followers, if you're homophobic you parked in the wrong spot because we're , lesbian, gay, bisexual, transsexual, transgender, pansexual, asexual, intersexual, queer, up in this b****!

Welcome aboard :waving hand: medium skin tone::waving hand: medium skin tone:",2,Positive,1
1846,"YiKES one show has it all from queer baiting, cutting jokes, erasure of asexual jughead, and statutory rape  
#cwcancelriverdale",3,Neutral,2
1272,2017 is wild. The kids are all socialists and talking about trans folks and unions—yet one pillar of capitalism is called… TransUnion.,3,Neutral,2
319,Did wweman proposition the dicksucking or was he solicited? What was the price point? Were there negotiations? He can't kill himself with so many unanswered questions,3,Neutral,2
455,78% of trans youth in school (K-12) are harassed and bullied!!!!,2,Positive,1
5925,"Also because I really do not know why I need to say this. But like. I’m 99.9% Asexual. 

Except for KIRISHIMA EIJIROU. So like if you ever see my signature on something flirting with someone else like probs not me. 

Also- K.B. 

Not KB. 

This has been service announcement.",3,Neutral,2
1344,'If the law allowed it we would kill them' Terrifying words by protestors aimed at Russian #LGBT people. #ReggieYatesExtremeRussia,4,Negative,3
3770,Hannah just got called embarrassing by a fat lesbian,4,Negative,3
3383,Today's kinda a Thursday through the trans prop (same) but srsly smh #nohope4humanrace,3,Neutral,2
2937,so there are two Watfords talking behind me on the bus about how much they hate “batty boys” and would love to kill one,3,Neutral,2
3272,"Would be cool to have some interaction with more than just onlyfans ads… even if I am just here for horny gay twitter 
#gay #gay18 #gaysex #gayfuck #gayporn #gaybareback #gayoral #gaysuck #gayhot #gayteen #gaytwink #gayotter #gayhunk #gayhairy #gaysmooth #gayass #gaycrusing #gay",2,Positive,1
3594,IRT I hate the SU fanbase but im still an avid watcher an support. There are things I obs don't like but its a kids show. Its given me lgbt characters and NONBINARY characters so horrible fans can never make me stop watching it.,3,Neutral,2
2294,everyday i am BITTER remy lebeau isnt canonically bisexual what kind of buffoonery,3,Neutral,2
381,my mother misunderstood what brand of gay I am for months and that's hilarious,3,Neutral,2
